Movie,Genre,Runtime,Rating,Votes,Year,Synopsis,Actors,Certificate,Image
Gen V,"Action, Adventure, Comedy",,8,"13,679",2023–,"From the world of ""The Boys"" comes ""Gen V,"" which explores the first generation of superheroes to know that their super powers are from Compound V. These heroes put their physical and moral boundaries to the test competing for the school's top ranking.","Jaz Sinclair, Chance Perdomo, Lizze Broadway, Maddie Phillips",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Ahsoka,"Action, Adventure, Drama",,7.8,"69,947",2023–,"After the fall of the Galactic Empire, former Jedi Knight Ahsoka Tano investigates an emerging threat to a vulnerable galaxy.","Rosario Dawson, David Tennant, Natasha Liu Bordizzo, Mary Elizabeth Winstead",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Loki,"Action, Adventure, Fantasy",53 min,8.2,"359,924",2021–,The mercurial villain Loki resumes his role as the God of Mischief in a new series that takes place after the events of “Avengers: Endgame.”,"Tom Hiddleston, Owen Wilson, Sophia Di Martino, Gugu Mbatha-Raw",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Wheel of Time,"Action, Adventure, Drama",60 min,7.1,"125,052",2021–,"Set in a high fantasy world where magic exists, but only some can access it, a woman named Moiraine crosses paths with five young men and women. This sparks a dangerous, world-spanning journey. Based on the book series by Robert Jordan.","Rosamund Pike, Daniel Henney, Madeleine Madden, Zoë Robins",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
One Piece,"Action, Adventure, Comedy",60 min,8.4,"109,063",2023–,"In a seafaring world, a young pirate captain sets out with his crew to attain the title of Pirate King, and to discover the mythical treasure known as 'One Piece.'","Iñaki Godoy, Emily Rudd, Mackenyu, Vincent Regan",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Game of Thrones,"Action, Adventure, Drama",57 min,9.2,"2,210,832",2011–2019,"Nine noble families fight for control over the lands of Westeros, while an ancient enemy returns after being dormant for a millennia.","Emilia Clarke, Peter Dinklage, Kit Harington, Lena Headey",18,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Castlevania: Nocturne,"Animation, Action, Adventure",30 min,7.7,"5,717",2023–,"During the French Revolution, vampire hunter prodigy Richter Belmont fights to uphold his family's legacy and prevent the rise of a ruthless, power-hungry vampire.","Edward Bluemel, Thuso Mbedu, Pixie Davies, Richard Dormer",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Our Flag Means Death,"Action, Adventure, Biography",30 min,7.8,"34,254",2022–,The year is 1717. Wealthy land-owner Stede Bonnet has a midlife crisis and decides to blow up his cushy life to become a pirate. It does not go well. Based on a true story.,"Rhys Darby, Joel Fry, Samson Kayo, Matthew Maher",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
One Piece: Wan pîsu,"Animation, Action, Adventure",24 min,8.9,"196,732",1999–,"Follows the adventures of Monkey D. Luffy and his pirate crew in order to find the greatest treasure ever left by the legendary Pirate, Gold Roger. The famous mystery treasure named ""One Piece"".","Mayumi Tanaka, Akemi Okamura, Laurent Vernin, Tony Beck",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Jujutsu Kaisen,"Animation, Action, Adventure",24 min,8.5,"86,722",2020–,A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.,"Junya Enoki, Yûichi Nakamura, Adam McArthur, Yuma Uchida",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Doctor Who,"Adventure, Drama, Sci-Fi",45 min,8.6,"235,454",2005–,The further adventures in time and space of the alien adventurer known as the Doctor and his companions from planet Earth.,"Jodie Whittaker, Peter Capaldi, Pearl Mackie, Matt Smith",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Mandalorian,"Action, Adventure, Fantasy",40 min,8.7,"562,580",2019–2023,"The travels of a lone bounty hunter in the outer reaches of the galaxy, far from the authority of the New Republic.","Pedro Pascal, Chris Bartlett, Katee Sackhoff, Carl Weathers",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Shingeki no Kyojin,"Animation, Action, Adventure",24 min,9,"443,081",2013–2023,"After his hometown is destroyed and his mother is killed, young Eren Jaeger vows to cleanse the earth of the giant humanoid Titans that have brought humanity to the brink of extinction.","Josh Grelle, Bryce Papenbrook, Yûki Kaji, Yui Ishikawa",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Rick and Morty,"Animation, Adventure, Comedy",23 min,9.1,"570,237",2013–,An animated series that follows the exploits of a super scientist and his not-so-bright grandson.,"Chris Parnell, Spencer Grammer, Sarah Chalke, Justin Roiland",15,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Witcher,"Action, Adventure, Drama",60 min,8,"553,288",2019–,"Geralt of Rivia, a solitary monster hunter, struggles to find his place in a world where people often prove more wicked than beasts.","Henry Cavill, Freya Allan, Anya Chalotra, Eamon Farren",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Bleach: Sennen Kessen-hen,"Animation, Action, Adventure",24 min,9,"30,769",2022–,"The peace is suddenly broken when warning sirens blare through the Soul Society. Residents are disappearing without a trace and nobody knows who's behind it. Meanwhile, a darkness is approaching Ichigo and his friends in Karakura Town.","Johnny Yong Bosch, Masakazu Morita, Richard Epcar, Takayuki Sugô",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Pacific,"Action, Adventure, Drama",530 min,8.3,"121,590",2010,"The Pacific Theatre of World War II, as seen through the eyes of several young Marines.","James Badge Dale, Joseph Mazzello, Jon Seda, Ashton Holmes",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Castlevania,"Animation, Action, Adventure",23 min,8.3,"74,910",2017–2021,A vampire hunter fights to save a besieged city from an army of otherworldly creatures controlled by Dracula.,"Richard Armitage, James Callis, Alejandra Reynoso, Theo James",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Last of Us,"Action, Adventure, Drama",50 min,8.8,"460,980",2023–,"After a global pandemic destroys civilization, a hardened survivor takes charge of a 14-year-old girl who may be humanity's last hope.","Pedro Pascal, Bella Ramsey, Anna Torv, Gabriel Luna",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
House of the Dragon,"Action, Adventure, Drama",,8.5,"342,643",2022–,"An internal succession war within House Targaryen at the height of its power, 172 years before the birth of Daenerys Targaryen.","Rhys Ifans, Matt Smith, Graham McTavish, Fabien Frankel",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Star Wars Rebels,"Animation, Action, Adventure",22 min,8.1,"54,579",2014–2018,A brave and clever ragtag starship crew stands up against the evil Empire as it tightens its grip on the galaxy and hunts down the last of the Jedi Knights.,"Dave Filoni, Taylor Gray, Freddie Prinze Jr., Vanessa Marshall",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Star Wars: The Clone Wars,"Animation, Action, Adventure",23 min,8.4,"113,819",2008–2020,Jedi Knights lead the Grand Army of the Republic against the droid army of the Separatists.,"Tom Kane, Dee Bradley Baker, Matt Lanter, James Arnold Taylor",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Magnum P.I.,"Action, Adventure, Crime",43 min,6.2,"16,115",2018–2023,An ex-Navy SEAL returns from Afghanistan and uses his military skills to become a private investigator in Hawaii.,"Jay Hernandez, Perdita Weeks, Zachary Knighton, Stephen Hill",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Vikings,"Action, Adventure, Drama",44 min,8.5,"563,366",2013–2020,"Vikings transports us to the brutal and mysterious world of Ragnar Lothbrok, a Viking warrior and farmer who yearns to explore--and raid--the distant shores across the ocean.","Katheryn Winnick, Gustaf Skarsgård, Alexander Ludwig, Georgia Hirst",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Adventure Time: Fionna & Cake,"Animation, Action, Adventure",30 min,9,"3,937",2023–,"Fionna, her best friend Cake and the former Ice King, Simon Petrikov, embark on an adventure through the multiverse, dodging new threats and making self-discoveries along the way.","Madeleine Martin, Roz Ryan, Tom Kenny, Dee Bradley Baker",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Futurama,"Animation, Adventure, Comedy",22 min,8.5,"254,466",1999–,"Philip J. Fry, a pizza delivery boy, is accidentally frozen in 1999 and thawed out on New Year's Eve 2999.","Billy West, John DiMaggio, Katey Sagal, Tress MacNeille",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Lost,"Adventure, Drama, Fantasy",44 min,8.3,"579,246",2004–2010,The survivors of a plane crash are forced to work together in order to survive on a seemingly deserted tropical island.,"Jorge Garcia, Josh Holloway, Yunjin Kim, Evangeline Lilly",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Adventure Time,"Animation, Action, Adventure",11 min,8.6,"106,353",2010–2018,"A twelve-year-old boy and his best friend, a wise twenty-eight-year-old dog with magical powers, go on a series of surreal adventures in a remote future.","John DiMaggio, Jeremy Shada, Tom Kenny, Hynden Walch",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Star Trek: Lower Decks,"Animation, Action, Adventure",25 min,7.7,"22,696",2020–,"The support crew serving on one of Starfleet's least important ships, the U.S.S. Cerritos, have to keep up with their duties, often while the ship is being rocked by a multitude of sci-fi anomalies.","Tawny Newsome, Jack Quaid, Noël Wells, Eugene Cordero",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Andor,"Action, Adventure, Drama",40 min,8.4,"150,605",2022–,"Prequel series to Star Wars' 'Rogue One'. In an era filled with danger, deception and intrigue, Cassian will embark on the path that is destined to turn him into a Rebel hero.","Diego Luna, Kyle Soller, Stellan Skarsgård, Genevieve O'Reilly",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Star Trek: Strange New Worlds,"Action, Adventure, Sci-Fi",52 min,8.3,"53,104",2022–,"A prequel to Star Trek: The Original Series, the show follows the crew of the USS Enterprise under Captain Christopher Pike.","Anson Mount, Ethan Peck, Christina Chong, Melissa Navia",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Who Is Erin Carter?,"Action, Adventure, Crime",338 min,6.5,"14,957",2023,"Erin Carter, a British teacher in Spain, finds herself caught up in a supermarket robbery. When one of the robbers claims to recognize her, her life threatens to unravel.","Evin Ahmad, Sean Teale, Denise Gough, Indica Watson",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Once Upon a Time,"Adventure, Fantasy, Romance",60 min,7.7,"232,757",2011–2018,A young woman with a troubled past is drawn to a small town in Maine where fairy tales are to be believed.,"Ginnifer Goodwin, Jennifer Morrison, Lana Parrilla, Robert Carlyle",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Moving,"Action, Adventure, Fantasy",,8.6,"5,485",2023–,The quiet lives of three high school students with genetic superhuman abilities turn upside down when a mysterious organization starts to hunt them down one by one.,"Tae-Hyun Cha, Lee Jeong-Ha, Go Yoon-Jung, Do-Hoon Kim",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Star Trek: The Next Generation,"Action, Adventure, Drama",44 min,8.7,"130,926",1987–1994,"Set almost 100 years after Captain Kirk's 5-year mission, a new generation of Starfleet officers sets off in the U.S.S. Enterprise-D on its own mission to go where no one has gone before.","Patrick Stewart, Brent Spiner, Jonathan Frakes, LeVar Burton",G,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Lord of the Rings: The Rings of Power,"Action, Adventure, Drama",,7,"339,562",2022–,"Epic drama set thousands of years before the events of J.R.R. Tolkien's 'The Hobbit' and 'The Lord of the Rings' follows an ensemble cast of characters, both familiar and new, as they confront the long-feared re-emergence of evil to Middle-earth.","Morfydd Clark, Mike Wood, Ismael Cruz Cordova, Charlie Vickers",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Kimetsu no Yaiba,"Animation, Action, Adventure",24 min,8.6,"133,817",2019–,"A family is attacked by demons and only two members survive - Tanjiro and his sister Nezuko, who is turning into a demon slowly. Tanjiro sets out to become a demon slayer to avenge his family and cure his sister.","Natsuki Hanae, Zach Aguilar, Abby Trott, Akari Kitô",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
S.W.A.T.,"Action, Adventure, Crime",43 min,7.2,"29,689",2017–2023,Follows a locally born and bred S.W.A.T. sergeant and his team of highly-trained men and women as they solve crimes in Los Angeles.,"Shemar Moore, Alex Russell, Kenny Johnson, David Lim",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Flash,"Action, Adventure, Drama",43 min,7.5,"363,595",2014–2023,"After being struck by lightning, Barry Allen wakes up from his coma to discover he's been given the power of super speed, becoming the Flash, and fighting crime in Central City.","Grant Gustin, Candice Patton, Danielle Panabaker, Carlos Valdes",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Smallville,"Action, Adventure, Drama",60 min,7.5,"134,732",2001–2011,"A young Clark Kent struggles to find his place in the world as he learns to harness his alien powers for good and deals with the typical troubles of teenage life in Smallville, Kansas.","Tom Welling, Michael Rosenbaum, Allison Mack, Kristin Kreuk",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Twisted Metal,"Action, Adventure, Comedy",30 min,7.4,"18,815",2023,"Follows a motor-mouthed outsider offered a chance at a better life, but only if he can successfully deliver a mysterious package across a post-apocalyptic wasteland.","Anthony Mackie, Stephanie Beatriz, Joe Seanoa, Will Arnett",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Spartacus: Blood and Sand,"Action, Adventure, Biography",55 min,8.5,"251,169",2010–2013,"The life of Spartacus, the gladiator who lead a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome.","Andy Whitfield, Lucy Lawless, Manu Bennett, Daniel Feuerriegel",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Invincible,"Animation, Action, Adventure",50 min,8.7,"166,482",2021–,An adult animated series based on the Skybound/Image comic about a teenager whose father is the most powerful superhero on the planet.,"Steven Yeun, J.K. Simmons, Sandra Oh, Zazie Beetz",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Walking Dead: Dead City,"Adventure, Horror, Thriller",46 min,7.2,"14,405",2023–,Maggie and Negan travel into a post-apocalyptic Manhattan long ago cut off from the mainland. The city is filled with the dead and denizens who have made New York City their own world.,"Jeffrey Dean Morgan, Lauren Cohan, Gaius Charles, Mahina Napoleon",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Star Trek: Deep Space Nine,"Action, Adventure, Drama",45 min,8.1,"68,311",1993–1999,"In the vicinity of the liberated planet of Bajor, the Federation space station Deep Space Nine guards the opening of a stable wormhole to the far side of the galaxy.","Avery Brooks, Rene Auberjonois, Cirroc Lofton, Alexander Siddig",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Star Trek,"Action, Adventure, Sci-Fi",50 min,8.4,"89,905",1966–1969,"In the 23rd Century, Captain James T. Kirk and the crew of the U.S.S. Enterprise explore the galaxy and defend the United Federation of Planets.","William Shatner, Leonard Nimoy, DeForest Kelley, Nichelle Nichols",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Star Trek: Voyager,"Action, Adventure, Sci-Fi",44 min,7.8,"74,717",1995–2001,"Pulled to the far side of the galaxy, where the Federation is seventy-five years away at maximum warp speed, a Starfleet ship must cooperate with Maquis rebels to find a way home.","Kate Mulgrew, Robert Beltran, Roxann Dawson, Robert Duncan McNeill",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Stargate SG-1,"Action, Adventure, Drama",44 min,8.4,"98,652",1997–2007,"A secret military team, SG-1, is formed to explore other planets through the recently discovered Stargates.","Richard Dean Anderson, Michael Shanks, Amanda Tapping, Christopher Judge",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Umbrella Academy,"Action, Adventure, Comedy",60 min,7.9,"264,733",2019–2024,"A family of former child heroes, now grown apart, must reunite to continue to protect the world.","Aidan Gallagher, Elliot Page, Tom Hopper, David Castañeda",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Arrow,"Action, Adventure, Crime",42 min,7.5,"441,497",2012–2020,"Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.","Stephen Amell, Katie Cassidy, David Ramsey, Susanna Thompson",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Secret Invasion,"Action, Adventure, Drama",47 min,6,"65,159",2023,Fury and Talos try to stop the Skrulls who have infiltrated the highest spheres of the Marvel Universe.,"Samuel L. Jackson, Emilia Clarke, Don Cheadle, Kingsley Ben-Adir",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Star Trek: Discovery,"Action, Adventure, Drama",60 min,7.1,"129,966",2017–2024,"Ten years before Kirk, Spock, and the Enterprise, the USS Discovery discovers new worlds and lifeforms as one Starfleet officer learns to understand all things alien.","Sonequa Martin-Green, Doug Jones, Anthony Rapp, Emily Coutts",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Obi-Wan Kenobi,"Action, Adventure, Sci-Fi",,7.1,"217,435",2022,"Jedi Master Obi-Wan Kenobi has to save young Leia after she is kidnapped, all the while being pursued by Imperial Inquisitors and his former Padawan, now known as Darth Vader.","Ewan McGregor, Moses Ingram, Vivien Lyra Blair, Hayden Christensen",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Percy Jackson and the Olympians,"Action, Adventure, Family",60 min,,No votes yet,2023–,Demigod Percy Jackson leads a quest across America to prevent a war among the Olympian gods.,"Walker Scobell, Leah Jeffries, Aryan Simhadri, Jason Mantzoukas",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Killing Eve,"Action, Adventure, Drama",42 min,8.1,"128,202",2018–2022,"After a series of events, the lives of a security operative and an assassin become inextricably linked.","Jodie Comer, Sandra Oh, Fiona Shaw, Kim Bodnia",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Arcane: League of Legends,"Animation, Action, Adventure",41 min,9,"244,961",2021–,"Set in Utopian Piltover and the oppressed underground of Zaun, the story follows the origins of two iconic League Of Legends champions and the power that will tear them apart.","Hailee Steinfeld, Kevin Alejandro, Jason Spisak, Terri Douglas",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"Love, Death & Robots","Animation, Short, Action",15 min,8.4,"185,931",2019–,"A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy.","Fred Tatasciore, Scott Whyte, Nolan North, Noshir Dalal",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Avatar: The Last Airbender,"Animation, Action, Adventure",23 min,9.3,"344,236",2005–2008,"In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.","Dee Bradley Baker, Zach Tyler Eisen, Mae Whitman, Jack De Sena",G,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Orville,"Adventure, Comedy, Drama",44 min,8,"96,075",2017–,"Set 400 years in the future, finds the crew of the U.S.S. Orville continuing their mission of exploration, as they navigate both the mysteries of the universe and the complexities of their own interpersonal relationships.","Seth MacFarlane, Adrianne Palicki, Penny Johnson Jerald, Scott Grimes",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Star Trek: Picard,"Action, Adventure, Drama",46 min,7.5,"91,442",2020–2023,Follow-up series to Star Trek: The Next Generation (1987) and Star Trek: Nemesis (2002) that centers on Jean-Luc Picard in the next chapter of his life.,"Patrick Stewart, Michelle Hurd, Jeri Ryan, Alison Pill",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Agents of S.H.I.E.L.D.,"Action, Adventure, Drama",45 min,7.5,"223,079",2013–2020,"The missions of the Strategic Homeland Intervention, Enforcement and Logistics Division.","Clark Gregg, Ming-Na Wen, Brett Dalton, Iain De Caestecker",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Bleach: Burîchi,"Animation, Action, Adventure",24 min,8.2,"65,428",2004–2023,"High school student Ichigo Kurosaki, who has the ability to see ghosts, gains soul reaper powers from Rukia Kuchiki and sets out to save the world from ""Hollows"".","Johnny Yong Bosch, Michelle Ruff, Stephanie Sheh, Jamieson Price",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Cyberpunk: Edgerunners,"Animation, Action, Adventure",24 min,8.3,"66,004",2022,"A Street Kid trying to survive in a technology and body modification-obsessed city of the future. Having everything to lose, he chooses to stay alive by becoming an Edgerunner, a Mercenary outlaw also known as a Cyberpunk.","Zach Aguilar, Kenichiro Ohashi, Emi Lo, Aoi Yûki",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Titans,"Action, Adventure, Crime",45 min,7.5,"110,335",I) (2018–2023,"Dick and Rachel, a girl possessed by a strange darkness, get embroiled in a conspiracy that could bring Hell on Earth. Joining them along the way are the hot-headed Starfire and lovable Beast Boy. Together they become a team of heroes.","Brenton Thwaites, Anna Diop, Ryan Potter, Teagan Croft",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Over the Garden Wall,"Animation, Short, Adventure",22 min,8.8,"65,303",2014,Two brothers find themselves lost in a mysterious land and try to find their way home.,"Elijah Wood, Collin Dean, Melanie Lynskey, Christopher Lloyd",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Goosebumps,"Adventure, Comedy, Fantasy",,,No votes yet,2023–,"A group of five high schoolers unleash supernatural forces upon their town, now they must work together in order to save it.","Rachael Harris, Justin Long, Rob Huebel, Isa Briones",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Naruto: Shippûden,"Animation, Action, Adventure",24 min,8.7,"147,578",2007–2017,"Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village.","Alexandre Crepet, Junko Takeuchi, Maile Flanagan, Kate Higgins",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Power Rangers: Dino Fury,"Action, Adventure, Comedy",21 min,6.6,985,2021–2023,"When an army of powerful alien beings is unleashed on Earth threatening life as we know it, a brand-new team of Power Rangers, fueled by the prehistoric power of the dinosaurs, are recruited to deal with the threat.","Russell Curry, Hunter Deno, Kainalu Moya, Josephine Davison",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Disenchantment,"Animation, Action, Adventure",30 min,7.2,"69,796",2018–2023,"Princess Tiabeanie, 'Bean', is annoyed at her imminent arranged marriage to Prince Merkimer. Then she meets Luci, a demon, and Elfo, an elf, and things get rather exciting, and dangerous.","Abbi Jacobson, Eric André, Nat Faxon, John DiMaggio",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Shadow and Bone,"Action, Adventure, Drama",60 min,7.6,"109,189",2021–,Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.,"Jessie Mei Li, Ben Barnes, Archie Renaux, Freddy Carter",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Firefly,"Adventure, Drama, Sci-Fi",44 min,9,"275,886",2002–2003,"Five hundred years in the future, a renegade crew aboard a small spacecraft tries to survive as they travel the unknown parts of the galaxy and evade warring factions as well as authority agents out to get them.","Nathan Fillion, Gina Torres, Alan Tudyk, Morena Baccarin",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Preacher,"Action, Adventure, Comedy",60 min,7.9,"78,994",2016–2019,"After a supernatural event at his church, a preacher enlists the help of a vampire and his ex to find God.","Dominic Cooper, Joe Gilgun, Ruth Negga, Ian Colletti",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
"Magnum, P.I.","Action, Adventure, Crime",48 min,7.5,"27,950",1980–1988,The adventures of a Hawaii based private investigator.,"Tom Selleck, John Hillerman, Roger E. Mosley, Larry Manetti",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Naruto,"Animation, Action, Adventure",24 min,8.4,"118,930",2002–2007,"Naruto Uzumaki, a mischievous adolescent ninja, struggles as he searches for recognition and dreams of becoming the Hokage, the village's leader and strongest ninja.","Junko Takeuchi, Maile Flanagan, Kate Higgins, Chie Nakamura",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The Book of Boba Fett,"Action, Adventure, Sci-Fi",38 min,7.2,"176,766",2021–2022,Bounty hunter Boba Fett and mercenary Fennec Shand navigate the underworld when they return to Tatooine to claim Jabba the Hutt's old turf.,"Temuera Morrison, Ming-Na Wen, Frank Trigg, Collin Hymes",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Baywatch,"Action, Adventure, Crime",60 min,5.4,"29,471",1989–2001,"At a Los Angeles beach, a team of lifeguards led by Lieutenant Mitch Buchannon save lives, deal with personal dramas, fight crime and participate in over the top adventures on a daily basis.","David Hasselhoff, Pamela Anderson, Yasmine Bleeth, Jeremy Jackson",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Boku no hîrô akademia,"Animation, Action, Adventure",24 min,8.3,"73,446",2016–,A superhero-admiring boy without any powers enrolls in a prestigious hero academy and learns what it really means to be a hero.,"Daiki Yamashita, Justin Briner, Nobuhiko Okamoto, Clifford Chapin",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Hunter x Hunter,"Animation, Action, Adventure",24 min,9,"121,465",2011–2014,"Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks out his father, who left him when he was younger.","Issei Futamata, Megumi Han, Cristina Valenzuela, Mariya Ise",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Billy the Kid,"Adventure, Biography, Drama",49 min,7.2,"5,463",2022–,"An epic romantic adventure based on the life of Billy the Kid, from his humble Irish roots and his early days as a cowboy and gunslinger in the American frontier, to his pivotal role in the Lincoln County War and beyond.","Tom Blyth, Daniel Webber, Sean Owen Roberts, Eileen O'Higgins",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
The End of the F***ing World,"Adventure, Comedy, Crime",25 min,8,"210,394",2017–2019,"James is 17 and is pretty sure he is a psychopath. Alyssa, also 17, is the cool and moody new girl at school. The pair make a connection and she persuades him to embark on a road trip in search of her real father.","Jessica Barden, Alex Lawther, Steve Oram, Christine Bottomley",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Star Wars: The Bad Batch,"Animation, Action, Adventure",,7.8,"47,047",2021–,The 'Bad Batch' of elite and experimental clones make their way through an ever-changing galaxy in the immediate aftermath of the Clone Wars.,"Ming-Na Wen, Dee Bradley Baker, Michelle Ang, Noshir Dalal",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
Doom Patrol,"Action, Adventure, Comedy",60 min,7.8,"57,219",2019–2023,The adventures of an idealistic mad scientist and his field team of superpowered outcasts.,"Diane Guerrero, April Bowlby, Matt Bomer, Brendan Fraser",,https://m.media-amazon.com/images/S/sash/4FyxwxECzL-U1J8.png
